3,Two people laugh.	#nn
14,Two women are standing in a store with a baby in a blue stroller.	#Gvv>dn>da>dan
14,A woman kneels to take a photo of another woman in an open plaza.	dGu>vdn>nG>dan
14,Little black girl in a swimming suite is being sprayed by a water fountain.	aaG>dvuvvv>dnu
14,A group dressed in wintery attire of people on a sidewalk in Washington D.C.	dnv>uu>n>dn>PP
14,A group of people are gathered on a scaffold at some sort of event.	dn>nvv>dn>dn>n
14,These kids are testing out the new balloons allowing them to walking over water.	dnvvndnnvp>v>n
14,A man dressed as a woman wearing face paint sitting next to another man.	dGvddGvanvn>nG
14,A lady in a yellow tank and black pants is running in a marathon.	dn>dau+auvv>dn
14,A young girl in a bikini looks at the water breaking upon the shore.	daG>dnv>dnv>dn
14,A bearded man with a hat and glasses talks while two other men listen.	dvG>dn+uu>#aGu
14,A crowd of people behind the fence waiting with cameras ready for something approaching.	dn>nndnv>nanvv
14,A group of people are standing behind a fence, many are taking photographs.	dn>nvvndn_avvn
14,A man plays the saxophone in a dark room lit with a red light.	dGndn>danu>dan
14,A man talks to a group of people who are sitting on picnic tables.	dGu>dn>nqvv>au
14,A young man and woman in shorts and t-shirts are playing a video game.	daG+G>n+nvvdan
14,A man talks to a group of people who are sitting on picnic tables.	dGu>dn>nqvv>au
14,A woman discusses something with a older man at a table outside a restaurant.	dGuv>dnG>dnndn
14,A crowd of people behind the fence waiting with cameras ready for something approaching.	dn>nndnv>nanvv
14,A young couple and many others out enjoying themselves at an outdoor street event.	dan+annvn>dann
14,A woman with long hair and a white shirt is standing in the road.	dG>an+danvv>dn
14,A young boy in yellow t-shirt hanging from a ring with other kids around.	daG>anv>dn>ann
14,Seven people are sitting at a picnic table with evergreen trees in the background.	#nvv>dan>uu>dn
14,Many people are standing around at an intersection in front of a white building.	anvvn>dn>n>dav
14,The man falls into the water while his paddle flies and his kayak tips.	dGn>dn>pun+puu
14,Seven people are sitting at a picnic table with evergreen trees in the background.	#nvv>dan>uu>dn
14,A man is slouching on a couch with people walking and sitting around him.	dGvv>dn>nv+vnp
14,A man curls up while sitting on a couch in a busy public area.	dGu>>v>dn>dann
14,A brown and black dog and a white dog are wrestling on the carpet.	da+aa+daavv>dn
14,Three asian girls and one asian guy sitting in front of a volcano project	#nG+#nnv>n>duu
14,A crowd enjoying a beautiful day at a park possibly on a famous holiday.	dnvdan>dnA>duu
14,A woman with long hair and a white shirt is standing in the road.	dG>an+danvv>dn
14,Many people busily working, watching a presentation, or talking to each other.	anAv_vdn_cv>da
14,A girl is walking next to the small waves that crash in the ocean.	dGvvn>dandu>dn
14,A young girl is embraces by someone dressed as the Disney Character, Stitch.	daGvn>pvddPn_P
14,A man in a suit is protesting and holding a sign on the sidewalk.	dG>dnvv+vdn>dn
14,Black man does the flatulence dance and lets loose in front of some islanders.	aGudua+uu>n>du
14,A man is in his kitchen cleaning a red fish for a meal preparation.	dGv>pnvdanndan
14,A crowd enjoying a beautiful day at a park possibly on a famous holiday.	dnvdan>dnA>duu
14,A guy is skateboarding down a road with a very green forest behind him.	dnvvndn>dAannp
14,A young man in jeans and a white shirt skateboarding on a curved road.	daG>n+danv>dvn
14,An oriental woman with blond-hair and a black jacket is in a crowded area.	dnG>u+danv>dvn
14,Bike wheels in the foreground with some men in jackets blurred in the distance.	nu>dn>dG>nv>dn
14,Multiple bike tires are up in the air with three people in the background.	nnuv>>dn>#n>dn
14,A young man is skateboarding in an area which looks like it needs repairs.	daGvv>dnpvurun
14,A dog with floppy ears runs on the grass, a fence behind it.	da>unu>dn_dnnr
14,A bunch of kids are playing soccer with opposing sides, green versus red.	dn>nvva>vu_aua
14,A boy wearing a blue t-shirt, khaki shorts, and sandals runs outside.	dGvdan_un_+uun
14,Several people dressed primarily in blue and white wait outside for a cable car.	nnvA>a+aunndan
14,A child in a green and white sports uniform is resting on the grass	dn>da+aanvv>dn
14,A white woman is standing on a woman dressed in blue on a stage	daGvv>dGv>a>dn
14,A container is being shaken over a sink in the kitchen by a man	dnvvn>dn>dn>dG
14,The man in brown colored shorts is walking on the rocks beside a river	dG>avnvv>dandn
14,A woman in a fur hat and fur coat is sitting outside a building	dG>dan+anvvndv
14,There is no man spraying a super soaker into the mouth of a dog	EvdGvdan>dn>da
14,The back of a small black dog is being sniffed by the brown dog	dn>daaavvv>daa
14,Three young men are furiously running, jumping and kicking near a vending machine	#aGvAv_v+v>dvn
14,A person is severing the toe of an empty leather boot with a sword	davvdu>daau>dn
14,Five people are running with three dogs in the green field beside the road	#nvv>#n>danndn
14,The people are walking on the road beside a waterfall, which is beautiful	dnvv>dnndn_pva
14,Two men are standing near the water and are holding tools used for fishing	#Gvv>dn+vvnvnv
14,A man with Indian clothing and henna on his hand is going through paperwork	dG>Pv+u>puvv>u
14,A big dog and a small dog with a white coat are playing together	daa+daa>danvvn
14,A girl dressed in purple and blue is walking beside her bike at night	dGv>a+avvnpn>n
14,A young boy wearing a red swimsuit is jumping into a blue kiddies pool	daGvdanvv>dann
14,A young boy covered in grass is jumping near a fence made of wood	daGv>nvv>dnu>a
14,A bicyclist is holding a bike over his head in a group of people	dnvvdn>pn>dn>n
14,A girl with Indian clothing and henna on her hand is going through paperwork	dG>Pv+u>puvv>u
14,A bicyclist is holding a bike over his head in a group of people	dnvvdn>pn>dn>n
14,Five people are standing with three dogs in the green field beside the road	#nvv>#n>danndn
14,A child in a green and white sports uniform is running over the grass	dn>da+aanvv>dn
14,A woman in a fur hat and fur coat is standing outside a building	dG>dan+anvvndv
14,Little kids are playing in a water fountain in front of lots of people	anvv>dnu>n>n>n
14,The man is playing the guitar and has the guitar case open for donations	dGvvdn+udnuanu
14,A man in a big city is holding a sign and begging for money	dG>danvvdn+vnu
14,A little boy is running on the ground and playing with a little girl	daGvv>dn+v>daG
14,A dog that has a brown and white coat is trotting through shallow water	daduda+anvv>an
14,A black dog is running in the grass and its tongue is hanging out	daavv>dn+ruvvn
14,A girl from Asia, in front of a brick window, looks surprised	dG>P_>n>dan_vv
14,A female wearing pink gloves and a brown jacket is smiling in the snow	dGvau+danvv>dn
14,A woman in a purple top is walking a bicycle between two stone columns	dG>danvvdnu#uu
14,The man is playing the guitar and has the guitar case open for donations	dGvvdn+udnuanu
14,A woman is showing a dog with very long hair at a dog show	dGvvda>Aan>dan
14,A woman in a purple top is walking a bicycle between two stone columns	dG>danvvdnu#uu
14,Two crocodiles are floating in a green colored swimming pool near some playing kids	#uvv>davvn>dvn
14,A tan dog is splashing in the water on the bank of a pond	daavv>dn>dn>dn
14,A man wearing a dyed black shirt is sitting at the table and laughing	dGvdvanvv>dn+v
14,A man in a purple hat is climbing a rocky wall with bare hands	dG>danvvdan>un
14,A bicyclist is holding a bike over his head in a group of people	dnvvdn>pn>dn>n
14,Adults and children standing and playing in front of steps near a wooded area	n+nv+v>n>n>dvn
14,A motorcyclist with a red helmet is riding a blue motorcycle down the road	dn>danvvdanndn
14,A woman on a rock is lying on a blanket and reading a book	dG>davv>dn+vdn
15,A batter playing cricket missed the ball and the person behind him is catching it.	duvnvdn+danpvvr
15,People walk on a sidewalk beside a building that has graffiti on the brick wall.	nu>dnndvduu>dan
15,A girl in a blue school uniform climbs a tree and stops for a picture.	dG>dannudn+undn
15,Blond woman in black cycling outfit and bicycle helmet getting on a ten speed bike.	aG>avn+nnv>d#vn
15,A man in a brown coat and pants is arranging dead chickens on a mat.	dG>dan+uvvnn>dn
15,A group of women with black binders stand in front of a group of people.	dn>G>aun>n>dn>n
15,A man is speaking in front of young children who are seated on picnic tables.	dGvv>n>anqvv>au
15,An old man with a beard is sitting on a milk crate on the street.	dnG>dnvv>dnn>dn
15,A man dressed in red dives for a shuttlecock with a racket on a court.	dGv>aundn>dn>dn
15,A teenage boy in rides a hand-railing on a skateboard outside a columned brick building.	dnG>udv>dnndvav
15,A woman in a white shirt wears gloves as she prepares food under a canopy.	dG>danuudpun>dn
15,Short dark hair woman with a black phone is on the phone on the sidewalk.	nanG>danv>dn>dn
15,A street in an Asian country where there are 5 people gathered around a table.	dn>dnuqEvunvndn
15,A hockey player in white tries to steal the puck from another player in red.	dnn>an>udn>nn>a
15,Brown-skinned girl pretends to do her homework while someone takes a picture for social services.	PGu>vpu>pudnnuu
15,An old man is taking a biscuit off a plate held by a young girl.	dnGvvdandun>daG
15,A man and a woman in a crowd of people on a street at night.	dG+dG>dn>n>dn>n
15,A group of children run through a museum exhibit, toward a large tree trunk.	dn>nu>dnu_ndnnu
15,A group of children on a tour through a jungle themed section of a museum.	dn>n>dn>davu>dn
15,A group of people sit on a bench outside that looks like a tree trunk.	dn>nu>dnndvudnu
15,A man in a suit is sitting at a desk and talking into a microphone.	dG>dnvv>dn+v>dn
15,A woman and man lounge on a cliff surrounded beach with ruins in the background.	dG+Gu>dnvn>u>dn
15,An older man and a young child are looking through the opening of a tent.	dnG+danvv>dv>dn
15,One man and one boy looking into a tent with a blue blanket in it.	#G+#Gv>dn>dan>r
15,A girl in blue clothes in sitting on a rock next to a small waterfall.	dG>au>v>dan>dan
15,A man in a suit is standing at a podium in front of an audience.	dG>dnvv>dn>n>dn
15,A group of people with bikes looking in the direction another young person is pointing.	dn>n>nv>dunaavv
15,Person with a red bandanna is skateboarding down a pole with buildings in the background.	a>danvvndn>v>dn
15,A black dog has a dumbbell in his mouth looking at the person wearing blue.	daaudu>pnv>dava
15,Three men stand in an art gallery, two of them point at objects unseen.	#Gn>duu_#>pu>nu
15,A man in a blue shirt, holding a bottle, standing over a grill.	dG>dan_vdn_v>dn
15,A boy in a blue shirt is mountain biking on a track and catching air.	dG>danvnv>dn+vn
15,A man wearing all black is inspecting a marbleized sculpture sitting atop a wooden mount.	dGvdavvdvnvudan
15,A group of runners running a race in a street as a crowd looks on.	dn>uvdn>dnddnv>
15,Two soccer players race each other during a match while the crowd excitedly cheers on.	#annda>dn>dnAu>
15,A little girl in a red pull over holding a toy in both hands smiling.	daG>dau>vdn>Nnv
15,A man wearing a green jumpsuit pushing a wagon is waiting to cross the street.	dGvdanvduvv>udn
15,A dog in a swimming pool and another dog on the edge of the pool.	da>dvn+na>dn>dn
15,A tan dog swims in a pool while a black and brown dog looks on.	daan>dn>da+aav>
15,Two men talking, leaning over a fence in front of a body of water.	#Gv_v>dn>n>dn>n
15,At night, a kid in a white shirt rides the rails on his skateboard.	>n_dn>danudn>pn
15,At night, a kid in a white shirt rides the rails on his skateboard.	>n_dn>danudn>pn
15,A man standing in front of a charging bull in a stadium full of people.	dGv>n>dvn>duu>n
15,There is a jogger jogging on a road with a car and motorcycles following him.	Evduv>dn>dn+uvp
15,Two people riding horses in a competition with other people on horses in the background.	#nvn>dn>an>n>dn
15,A smiling young girl sitting at a table has an upturned bowl on her head.	dvaGv>dnudvn>pn
15,A teenage boy in rides a hand-railing on a skateboard outside a columned brick building.	dnG>udv>dnndvav
15,The old man is sitting alone in the park possibly eating a snack or lunch.	dnGvvn>dnAvducu
15,Three men sitting on a couch and eating food while beers lay on the table.	#Gv>dn+vn>nu>dn
15,Three men are sitting on a sofa having a casual meal at the coffee table.	#Gvv>dnvdua>dan
15,An African American woman sitting on a seat holding her purse talking on her cellphone.	dnnGv>duvpnv>pn
15,A snowboarder rides a rail on the cement handrail of steps with snow all around.	daudn>dau>n>ndn
15,In the snow a person on a board traverses down a concrete wall beside bleachers.	>dnda>dnundannu
